"date","city","newDeaths","deaths","newCases","totalCases"
2020-09-09,"Chã de Alegria",0,10,1,180
2020-09-09,"Fernando de Noronha",0,0,0,110
2020-09-09,"Glória do Goitá",1,28,6,272
2020-09-09,"Igarassu",0,97,3,774
2020-09-09,"Ilha de Itamaracá",0,14,1,345
2020-09-09,"Ipojuca",0,92,0,820
2020-09-09,"Itapissuma",0,30,1,347
2020-09-09,"Jaboatão dos Guararapes",3,836,64,8230
2020-09-09,"Moreno",0,44,2,393
2020-09-09,"Olinda",1,473,44,5499
2020-09-09,"Paulista",2,334,7,3918
2020-09-09,"Pombos",0,25,6,671
2020-09-09,"Recife",4,2316,143,31803
2020-09-09,"São Lourenço da Mata",0,116,0,928
2020-09-09,"Vitória de Santo Antão",0,143,21,1830
2020-09-10,"Abreu e Lima",0,95,1,812
2020-09-10,"Araçoiaba",0,15,1,148
2020-09-10,"Cabo de Santo Agostinho",-1,235,13,1780
2020-09-10,"Camaragibe",0,171,1,1991
2020-09-10,"Chã Grande",0,14,0,172
2020-09-10,"Chã de Alegria",0,10,0,180
2020-09-10,"Fernando de Noronha",0,0,1,111
2020-09-10,"Glória do Goitá",-1,27,2,274
2020-09-10,"Igarassu",0,97,2,776
2020-09-10,"Ilha de Itamaracá",0,14,0,345
2020-09-10,"Ipojuca",0,92,0,820
2020-09-10,"Itapissuma",0,30,0,347
2020-09-10,"Jaboatão dos Guararapes",1,837,36,8266
2020-09-10,"Moreno",0,44,1,394
2020-09-10,"Olinda",0,473,61,5560
2020-09-10,"Paulista",11,345,11,3929
2020-09-10,"Pombos",0,25,0,671
2020-09-10,"Recife",4,2320,213,32016
2020-09-10,"São Lourenço da Mata",1,117,10,938
2020-09-10,"Vitória de Santo Antão",1,144,24,1854
2020-09-11,"Abreu e Lima",0,95,7,819
2020-09-11,"Araçoiaba",0,15,2,150
2020-09-11,"Cabo de Santo Agostinho",2,237,0,1780
2020-09-11,"Camaragibe",1,172,3,1994
2020-09-11,"Chã Grande",0,14,0,172
2020-09-11,"Chã de Alegria",0,10,0,180
2020-09-11,"Fernando de Noronha",0,0,1,112
2020-09-11,"Glória do Goitá",0,27,-1,273
2020-09-11,"Igarassu",1,98,1,777
2020-09-11,"Ilha de Itamaracá",0,14,0,345
2020-09-11,"Ipojuca",0,92,4,824
2020-09-11,"Itapissuma",0,30,0,347
2020-09-11,"Jaboatão dos Guararapes",1,838,31,8297
2020-09-11,"Moreno",0,44,1,395
2020-09-11,"Olinda",0,473,42,5602
2020-09-11,"Paulista",-1,344,19,3948
2020-09-11,"Pombos",0,25,1,672
2020-09-11,"Recife",4,2324,217,32233
2020-09-11,"São Lourenço da Mata",0,117,1,939
2020-09-11,"Vitória de Santo Antão",0,144,1,1855
2020-09-12,"Abreu e Lima",0,95,3,822
2020-09-12,"Araçoiaba",0,15,0,150
2020-09-12,"Cabo de Santo Agostinho",1,238,5,1785
2020-09-12,"Camaragibe",1,173,4,1998
2020-09-12,"Chã Grande",0,14,0,172
2020-09-12,"Chã de Alegria",0,10,0,180
2020-09-12,"Fernando de Noronha",0,0,3,115
2020-09-12,"Glória do Goitá",0,27,0,273
2020-09-12,"Igarassu",0,98,0,777
2020-09-12,"Ilha de Itamaracá",0,14,0,345
2020-09-12,"Ipojuca",0,92,1,825
2020-09-12,"Itapissuma",0,30,0,347
2020-09-12,"Jaboatão dos Guararapes",1,839,48,8345
2020-09-12,"Moreno",0,44,1,396
2020-09-12,"Olinda",2,475,13,5615
2020-09-12,"Paulista",16,360,11,3959
2020-09-12,"Pombos",1,26,0,672
2020-09-12,"Recife",2,2326,136,32369
2020-09-12,"São Lourenço da Mata",3,120,4,943
2020-09-12,"Vitória de Santo Antão",0,144,14,1869
2020-09-13,"Abreu e Lima",0,95,0,822
2020-09-13,"Araçoiaba",0,15,0,150
2020-09-13,"Cabo de Santo Agostinho",0,238,1,1786
2020-09-13,"Camaragibe",0,173,0,1998
2020-09-13,"Chã Grande",0,14,0,172
2020-09-13,"Chã de Alegria",0,10,1,181
2020-09-13,"Fernando de Noronha",0,0,0,115
2020-09-13,"Glória do Goitá",0,27,0,273
2020-09-13,"Igarassu",0,98,1,778
2020-09-13,"Ilha de Itamaracá",0,14,0,345
2020-09-13,"Ipojuca",0,92,1,826
2020-09-13,"Itapissuma",0,30,0,347
2020-09-13,"Jaboatão dos Guararapes",1,840,2,8347
2020-09-13,"Moreno",0,44,0,396
2020-09-13,"Olinda",0,475,3,5618
2020-09-13,"Paulista",3,363,2,3961
2020-09-13,"Pombos",0,26,1,673
2020-09-13,"Recife",2,2328,140,32509
2020-09-13,"São Lourenço da Mata",0,120,1,944
2020-09-13,"Vitória de Santo Antão",1,145,7,1876
2020-09-14,"Abreu e Lima",0,95,0,822
2020-09-14,"Araçoiaba",0,15,0,150
2020-09-14,"Cabo de Santo Agostinho",0,238,0,1786
2020-09-14,"Camaragibe",0,173,4,2002
2020-09-14,"Chã Grande",0,14,0,172
2020-09-14,"Chã de Alegria",0,10,0,181
2020-09-14,"Fernando de Noronha",0,0,0,115
2020-09-14,"Glória do Goitá",0,27,1,274
2020-09-14,"Igarassu",0,98,0,778
2020-09-14,"Ilha de Itamaracá",0,14,0,345
2020-09-14,"Ipojuca",0,92,2,828
2020-09-14,"Itapissuma",0,30,0,347
2020-09-14,"Jaboatão dos Guararapes",2,842,3,8350
2020-09-14,"Moreno",0,44,1,397
2020-09-14,"Olinda",0,475,3,5621
2020-09-14,"Paulista",1,364,2,3963
2020-09-14,"Pombos",0,26,0,673
2020-09-14,"Recife",0,2328,100,32609
2020-09-14,"São Lourenço da Mata",0,120,1,945
2020-09-14,"Vitória de Santo Antão",0,145,4,1880
2020-09-15,"Abreu e Lima",0,95,5,827
2020-09-15,"Araçoiaba",1,16,2,152
2020-09-15,"Cabo de Santo Agostinho",0,238,6,1792
2020-09-15,"Camaragibe",0,173,16,2018
2020-09-15,"Chã Grande",0,14,0,172
2020-09-15,"Chã de Alegria",0,10,0,181
2020-09-15,"Fernando de Noronha",0,0,0,115
2020-09-15,"Glória do Goitá",0,27,1,275
2020-09-15,"Igarassu",0,98,10,788
2020-09-15,"Ilha de Itamaracá",0,14,6,351
2020-09-15,"Ipojuca",0,92,-1,827
2020-09-15,"Itapissuma",0,30,1,348
2020-09-15,"Jaboatão dos Guararapes",-1,841,73,8423
2020-09-15,"Moreno",1,45,4,401
2020-09-15,"Olinda",1,476,108,5729
2020-09-15,"Paulista",0,364,27,3990
2020-09-15,"Pombos",0,26,11,684
2020-09-15,"Recife",10,2338,106,32715
2020-09-15,"São Lourenço da Mata",0,120,6,951
2020-09-15,"Vitória de Santo Antão",0,145,2,1882
2020-09-16,"Abreu e Lima",0,95,0,827
2020-09-16,"Araçoiaba",0,16,0,152
2020-09-16,"Cabo de Santo Agostinho",0,238,12,1804
2020-09-16,"Camaragibe",-1,172,4,2022
2020-09-16,"Chã Grande",0,14,0,172
2020-09-16,"Chã de Alegria",0,10,1,182
2020-09-16,"Fernando de Noronha",0,0,0,115
2020-09-16,"Glória do Goitá",0,27,8,283
2020-09-16,"Igarassu",0,98,0,788
2020-09-16,"Ilha de Itamaracá",0,14,0,351
2020-09-16,"Ipojuca",0,92,3,830
2020-09-16,"Itapissuma",0,30,2,350
2020-09-16,"Jaboatão dos Guararapes",0,841,22,8445
2020-09-16,"Moreno",0,45,1,402
2020-09-16,"Olinda",2,478,9,5738
2020-09-16,"Paulista",0,364,17,4007
2020-09-16,"Pombos",0,26,1,685
2020-09-16,"Recife",6,2344,133,32848
2020-09-16,"São Lourenço da Mata",-1,119,2,953
2020-09-16,"Vitória de Santo Antão",1,146,9,1891
2020-09-17,"Abreu e Lima",0,95,2,829
2020-09-17,"Araçoiaba",0,16,1,153
2020-09-17,"Cabo de Santo Agostinho",0,238,9,1813
2020-09-17,"Camaragibe",0,172,6,2028
2020-09-17,"Chã Grande",0,14,0,172
2020-09-17,"Chã de Alegria",0,10,0,182
2020-09-17,"Fernando de Noronha",0,0,0,115
2020-09-17,"Glória do Goitá",0,27,1,284
2020-09-17,"Igarassu",0,98,17,805
2020-09-17,"Ilha de Itamaracá",0,14,0,351
2020-09-17,"Ipojuca",0,92,0,830
2020-09-17,"Itapissuma",0,30,0,350
2020-09-17,"Jaboatão dos Guararapes",-1,840,47,8492
2020-09-17,"Moreno",0,45,1,403
2020-09-17,"Olinda",1,479,28,5766
2020-09-17,"Paulista",2,366,14,4021
2020-09-17,"Pombos",0,26,1,686
2020-09-17,"Recife",4,2348,111,32959
2020-09-17,"São Lourenço da Mata",0,119,10,963
2020-09-17,"Vitória de Santo Antão",1,147,16,1907
2020-09-18,"Abreu e Lima",0,95,6,835
2020-09-18,"Araçoiaba",0,16,1,154
2020-09-18,"Cabo de Santo Agostinho",1,239,28,1841
2020-09-18,"Camaragibe",0,172,8,2036
2020-09-18,"Chã Grande",0,14,0,172
2020-09-18,"Chã de Alegria",0,10,0,182
2020-09-18,"Fernando de Noronha",0,0,4,119
2020-09-18,"Glória do Goitá",0,27,1,285
2020-09-18,"Igarassu",1,99,2,807
2020-09-18,"Ilha de Itamaracá",0,14,0,351
2020-09-18,"Ipojuca",1,93,12,842
2020-09-18,"Itapissuma",0,30,1,351
2020-09-18,"Jaboatão dos Guararapes",0,840,48,8540
2020-09-18,"Moreno",1,46,1,404
2020-09-18,"Olinda",0,479,83,5849
2020-09-18,"Paulista",2,368,16,4037
2020-09-18,"Pombos",0,26,2,688
2020-09-18,"Recife",1,2349,119,33078
2020-09-18,"São Lourenço da Mata",0,119,3,966
2020-09-18,"Vitória de Santo Antão",1,148,10,1917
2020-09-19,"Abreu e Lima",0,95,5,840
2020-09-19,"Araçoiaba",0,16,1,155
2020-09-19,"Cabo de Santo Agostinho",5,244,12,1853
2020-09-19,"Camaragibe",2,174,1,2037
2020-09-19,"Chã Grande",0,14,2,174
2020-09-19,"Chã de Alegria",0,10,0,182
2020-09-19,"Fernando de Noronha",0,0,0,119
2020-09-19,"Glória do Goitá",0,27,0,285
2020-09-19,"Igarassu",1,100,2,809
2020-09-19,"Ilha de Itamaracá",0,14,3,354
2020-09-19,"Ipojuca",0,93,4,846
2020-09-19,"Itapissuma",0,30,0,351
2020-09-19,"Jaboatão dos Guararapes",0,840,52,8592
2020-09-19,"Moreno",0,46,5,409
2020-09-19,"Olinda",1,480,38,5887
2020-09-19,"Paulista",1,369,5,4042
2020-09-19,"Pombos",0,26,0,688
2020-09-19,"Recife",10,2359,120,33198
2020-09-19,"São Lourenço da Mata",1,120,3,969
2020-09-19,"Vitória de Santo Antão",0,148,18,1935
2020-09-20,"Abreu e Lima",0,95,0,840
2020-09-20,"Araçoiaba",0,16,0,155
2020-09-20,"Cabo de Santo Agostinho",1,245,0,1853
2020-09-20,"Camaragibe",0,174,0,2037
2020-09-20,"Chã Grande",0,14,0,174
2020-09-20,"Chã de Alegria",0,10,0,182
2020-09-20,"Fernando de Noronha",0,0,0,119
2020-09-20,"Glória do Goitá",0,27,0,285
2020-09-20,"Igarassu",1,101,1,810
2020-09-20,"Ilha de Itamaracá",0,14,0,354
2020-09-20,"Ipojuca",0,93,0,846
2020-09-20,"Itapissuma",0,30,0,351
2020-09-20,"Jaboatão dos Guararapes",0,840,4,8596
2020-09-20,"Moreno",0,46,0,409
2020-09-20,"Olinda",0,480,1,5888
2020-09-20,"Paulista",0,369,0,4042
2020-09-20,"Pombos",0,26,0,688
2020-09-20,"Recife",-2,2357,375,33573
2020-09-20,"São Lourenço da Mata",0,120,0,969
2020-09-20,"Vitória de Santo Antão",1,149,0,1935
2020-09-21,"Abreu e Lima",1,96,2,842
2020-09-21,"Araçoiaba",0,16,0,155
2020-09-21,"Cabo de Santo Agostinho",0,245,17,1870
2020-09-21,"Camaragibe",1,175,1,2038
2020-09-21,"Chã Grande",0,14,0,174
2020-09-21,"Chã de Alegria",0,10,0,182
2020-09-21,"Fernando de Noronha",0,0,0,119
2020-09-21,"Glória do Goitá",0,27,0,285
2020-09-21,"Igarassu",0,101,1,811
2020-09-21,"Ilha de Itamaracá",0,14,0,354
2020-09-21,"Ipojuca",0,93,0,846
2020-09-21,"Itapissuma",0,30,0,351
2020-09-21,"Jaboatão dos Guararapes",1,841,3,8599
2020-09-21,"Moreno",0,46,1,410
2020-09-21,"Olinda",-1,479,-1,5887
2020-09-21,"Paulista",1,370,2,4044
2020-09-21,"Pombos",0,26,0,688
2020-09-21,"Recife",1,2358,160,33733
2020-09-21,"São Lourenço da Mata",0,120,1,970
2020-09-21,"Vitória de Santo Antão",0,149,7,1942
2020-09-22,"Abreu e Lima",2,98,0,842
2020-09-22,"Araçoiaba",1,17,0,155
2020-09-22,"Cabo de Santo Agostinho",3,248,25,1895
2020-09-22,"Camaragibe",0,175,23,2061
2020-09-22,"Chã Grande",0,14,5,179
2020-09-22,"Chã de Alegria",0,10,-2,180
2020-09-22,"Fernando de Noronha",0,0,0,119
2020-09-22,"Glória do Goitá",0,27,0,285
2020-09-22,"Igarassu",0,101,1,812
2020-09-22,"Ilha de Itamaracá",0,14,3,357
2020-09-22,"Ipojuca",0,93,1,847
2020-09-22,"Itapissuma",0,30,1,352
2020-09-22,"Jaboatão dos Guararapes",1,842,45,8644
2020-09-22,"Moreno",0,46,2,412
2020-09-22,"Olinda",4,483,2,5889
2020-09-22,"Paulista",6,376,4,4048
2020-09-22,"Pombos",0,26,-1,687
2020-09-22,"Recife",2,2360,113,33846
2020-09-22,"São Lourenço da Mata",0,120,5,975
2020-09-22,"Vitória de Santo Antão",0,149,15,1957
2020-09-23,"Abreu e Lima",3,101,1,843
2020-09-23,"Araçoiaba",0,17,0,155
2020-09-23,"Cabo de Santo Agostinho",3,251,9,1904
2020-09-23,"Camaragibe",0,175,5,2066
2020-09-23,"Chã Grande",0,14,0,179
2020-09-23,"Chã de Alegria",0,10,0,180
2020-09-23,"Fernando de Noronha",0,0,0,119
2020-09-23,"Glória do Goitá",0,27,0,285
2020-09-23,"Igarassu",8,109,5,817
2020-09-23,"Ilha de Itamaracá",0,14,1,358
2020-09-23,"Ipojuca",0,93,1,848
2020-09-23,"Itapissuma",2,32,3,355
2020-09-23,"Jaboatão dos Guararapes",-1,841,44,8688
2020-09-23,"Moreno",0,46,1,413
2020-09-23,"Olinda",0,483,11,5900
2020-09-23,"Paulista",2,378,4,4052
2020-09-23,"Pombos",1,27,1,688
2020-09-23,"Recife",3,2363,63,33909
2020-09-23,"São Lourenço da Mata",1,121,13,988
2020-09-23,"Vitória de Santo Antão",1,150,3,1960
2020-09-24,"Abreu e Lima",0,101,2,845
2020-09-24,"Araçoiaba",0,17,0,155
2020-09-24,"Cabo de Santo Agostinho",-2,249,-2,1902
2020-09-24,"Camaragibe",1,176,10,2076
2020-09-24,"Chã Grande",0,14,0,179
2020-09-24,"Chã de Alegria",0,10,0,180
2020-09-24,"Fernando de Noronha",0,0,0,119
2020-09-24,"Glória do Goitá",0,27,0,285
2020-09-24,"Igarassu",0,109,0,817
2020-09-24,"Ilha de Itamaracá",0,14,1,359
2020-09-24,"Ipojuca",-1,92,8,856
2020-09-24,"Itapissuma",0,32,1,356
2020-09-24,"Jaboatão dos Guararapes",-1,840,37,8725
2020-09-24,"Moreno",1,47,6,419
2020-09-24,"Olinda",-1,482,8,5908
2020-09-24,"Paulista",2,380,7,4059
2020-09-24,"Pombos",-1,26,-3,685
2020-09-24,"Recife",17,2380,90,33999
2020-09-24,"São Lourenço da Mata",0,121,6,994
2020-09-24,"Vitória de Santo Antão",1,151,5,1965
2020-09-25,"Abreu e Lima",0,101,2,847
2020-09-25,"Araçoiaba",0,17,0,155
2020-09-25,"Cabo de Santo Agostinho",1,250,11,1913
2020-09-25,"Camaragibe",0,176,0,2076
2020-09-25,"Chã Grande",0,14,0,179
2020-09-25,"Chã de Alegria",0,10,0,180
2020-09-25,"Fernando de Noronha",0,0,0,119
2020-09-25,"Glória do Goitá",0,27,0,285
2020-09-25,"Igarassu",1,110,2,819
2020-09-25,"Ilha de Itamaracá",0,14,0,359
2020-09-25,"Ipojuca",0,92,5,861
2020-09-25,"Itapissuma",0,32,0,356
2020-09-25,"Jaboatão dos Guararapes",-1,839,34,8759
2020-09-25,"Moreno",0,47,1,420
2020-09-25,"Olinda",2,484,5,5913
2020-09-25,"Paulista",2,382,12,4071
2020-09-25,"Pombos",0,26,0,685
2020-09-25,"Recife",0,2380,71,34070
2020-09-25,"São Lourenço da Mata",0,121,3,997
2020-09-25,"Vitória de Santo Antão",0,151,5,1970
2020-09-26,"Abreu e Lima",2,103,4,851
2020-09-26,"Araçoiaba",0,17,0,155
2020-09-26,"Cabo de Santo Agostinho",0,250,7,1920
2020-09-26,"Camaragibe",6,182,0,2076
2020-09-26,"Chã Grande",0,14,1,180
2020-09-26,"Chã de Alegria",0,10,0,180
2020-09-26,"Fernando de Noronha",0,0,0,119
2020-09-26,"Glória do Goitá",0,27,0,285
2020-09-26,"Igarassu",2,112,2,821
2020-09-26,"Ilha de Itamaracá",0,14,0,359
2020-09-26,"Ipojuca",0,92,6,867
2020-09-26,"Itapissuma",0,32,0,356
2020-09-26,"Jaboatão dos Guararapes",-4,835,24,8783
2020-09-26,"Moreno",1,48,3,423
2020-09-26,"Olinda",4,488,12,5925
2020-09-26,"Paulista",1,383,3,4074
2020-09-26,"Pombos",1,27,1,686
2020-09-26,"Recife",5,2385,99,34169
2020-09-26,"São Lourenço da Mata",1,122,2,999
2020-09-26,"Vitória de Santo Antão",0,151,5,1975
2020-09-27,"Abreu e Lima",0,103,0,851
2020-09-27,"Araçoiaba",0,17,0,155
2020-09-27,"Cabo de Santo Agostinho",1,251,0,1920
2020-09-27,"Camaragibe",1,183,1,2077
2020-09-27,"Chã Grande",0,14,0,180
2020-09-27,"Chã de Alegria",0,10,0,180
2020-09-27,"Fernando de Noronha",0,0,0,119
2020-09-27,"Glória do Goitá",0,27,0,285
2020-09-27,"Igarassu",2,114,1,822
2020-09-27,"Ilha de Itamaracá",0,14,0,359
2020-09-27,"Ipojuca",0,92,0,867
2020-09-27,"Itapissuma",0,32,1,357
2020-09-27,"Jaboatão dos Guararapes",0,835,2,8785
2020-09-27,"Moreno",0,48,0,423
2020-09-27,"Olinda",0,488,2,5927
2020-09-27,"Paulista",0,383,2,4076
2020-09-27,"Pombos",1,28,1,687
2020-09-27,"Recife",0,2385,10,34179
2020-09-27,"São Lourenço da Mata",1,123,2,1001
2020-09-27,"Vitória de Santo Antão",1,152,0,1975
2020-09-28,"Abreu e Lima",0,103,1,852
2020-09-28,"Araçoiaba",0,17,0,155
2020-09-28,"Cabo de Santo Agostinho",0,251,1,1921
2020-09-28,"Camaragibe",0,183,0,2077
2020-09-28,"Chã Grande",0,14,0,180
2020-09-28,"Chã de Alegria",0,10,0,180
2020-09-28,"Fernando de Noronha",0,0,0,119
2020-09-28,"Glória do Goitá",0,27,1,286
2020-09-28,"Igarassu",1,115,-1,821
2020-09-28,"Ilha de Itamaracá",0,14,0,359
2020-09-28,"Ipojuca",0,92,0,867
2020-09-28,"Itapissuma",0,32,0,357
2020-09-28,"Jaboatão dos Guararapes",0,835,5,8790
2020-09-28,"Moreno",0,48,0,423
2020-09-28,"Olinda",0,488,5,5932
2020-09-28,"Paulista",0,383,0,4076
2020-09-28,"Pombos",0,28,0,687
2020-09-28,"Recife",0,2385,13,34192
2020-09-28,"São Lourenço da Mata",0,123,0,1001
2020-09-28,"Vitória de Santo Antão",0,152,0,1975
2020-09-29,"Abreu e Lima",0,103,5,857
2020-09-29,"Araçoiaba",0,17,0,155
2020-09-29,"Cabo de Santo Agostinho",2,253,23,1944
2020-09-29,"Camaragibe",0,183,30,2107
2020-09-29,"Chã Grande",0,14,5,185
2020-09-29,"Chã de Alegria",0,10,-1,179
2020-09-29,"Fernando de Noronha",0,0,0,119
2020-09-29,"Glória do Goitá",0,27,1,287
2020-09-29,"Igarassu",3,118,2,823
2020-09-29,"Ilha de Itamaracá",0,14,1,360
2020-09-29,"Ipojuca",0,92,1,868
2020-09-29,"Itapissuma",0,32,0,357
2020-09-29,"Jaboatão dos Guararapes",-1,834,78,8868
2020-09-29,"Moreno",-1,47,-1,422
2020-09-29,"Olinda",0,488,37,5969
2020-09-29,"Paulista",2,385,23,4099
2020-09-29,"Pombos",0,28,7,694
2020-09-29,"Recife",4,2389,257,34449
2020-09-29,"São Lourenço da Mata",2,125,-3,998
2020-09-29,"Vitória de Santo Antão",0,152,4,1979
2020-09-30,"Abreu e Lima",4,107,2,859
2020-09-30,"Araçoiaba",0,17,1,156
2020-09-30,"Cabo de Santo Agostinho",0,253,12,1956
2020-09-30,"Camaragibe",0,183,17,2124
2020-09-30,"Chã Grande",0,14,0,185
2020-09-30,"Chã de Alegria",0,10,1,180
2020-09-30,"Fernando de Noronha",0,0,0,119
2020-09-30,"Glória do Goitá",0,27,1,288
2020-09-30,"Igarassu",0,118,15,838
2020-09-30,"Ilha de Itamaracá",0,14,1,361
2020-09-30,"Ipojuca",0,92,0,868
2020-09-30,"Itapissuma",0,32,0,357
2020-09-30,"Jaboatão dos Guararapes",1,835,60,8928
2020-09-30,"Moreno",0,47,0,422
2020-09-30,"Olinda",1,489,14,5983
2020-09-30,"Paulista",2,387,4,4103
2020-09-30,"Pombos",0,28,0,694
2020-09-30,"Recife",3,2392,94,34543
2020-09-30,"São Lourenço da Mata",1,126,0,998
2020-09-30,"Vitória de Santo Antão",0,152,1,1980
2020-10-01,"Abreu e Lima",2,109,1,860
2020-10-01,"Araçoiaba",0,17,1,157
2020-10-01,"Cabo de Santo Agostinho",0,253,2,1958
2020-10-01,"Camaragibe",0,183,6,2130
2020-10-01,"Chã Grande",0,14,0,185
2020-10-01,"Chã de Alegria",0,10,0,180
2020-10-01,"Fernando de Noronha",0,0,1,120
2020-10-01,"Glória do Goitá",0,27,2,290
2020-10-01,"Igarassu",2,120,1,839
2020-10-01,"Ilha de Itamaracá",0,14,5,366
2020-10-01,"Ipojuca",1,93,7,875
2020-10-01,"Itapissuma",0,32,0,357
2020-10-01,"Jaboatão dos Guararapes",3,838,57,8985
2020-10-01,"Moreno",0,47,1,423
2020-10-01,"Olinda",0,489,15,5998
2020-10-01,"Paulista",3,390,13,4116
2020-10-01,"Pombos",0,28,0,694
2020-10-01,"Recife",2,2394,90,34633
2020-10-01,"São Lourenço da Mata",1,127,3,1001
2020-10-01,"Vitória de Santo Antão",1,153,1,1981
2020-10-02,"Abreu e Lima",0,109,0,860
2020-10-02,"Araçoiaba",0,17,-1,156
2020-10-02,"Cabo de Santo Agostinho",0,253,13,1971
2020-10-02,"Camaragibe",2,185,7,2137
2020-10-02,"Chã Grande",0,14,1,186
2020-10-02,"Chã de Alegria",0,10,0,180
2020-10-02,"Fernando de Noronha",0,0,0,120
2020-10-02,"Glória do Goitá",0,27,-2,288
2020-10-02,"Igarassu",0,120,1,840
2020-10-02,"Ilha de Itamaracá",0,14,0,366
2020-10-02,"Ipojuca",0,93,4,879
2020-10-02,"Itapissuma",0,32,0,357
2020-10-02,"Jaboatão dos Guararapes",0,838,63,9048
2020-10-02,"Moreno",0,47,2,425
2020-10-02,"Olinda",0,489,40,6038
2020-10-02,"Paulista",0,390,7,4123
2020-10-02,"Pombos",0,28,0,694
2020-10-02,"Recife",8,2402,102,34735
2020-10-02,"São Lourenço da Mata",0,127,4,1005
2020-10-02,"Vitória de Santo Antão",0,153,1,1982
2020-10-03,"Abreu e Lima",0,109,0,860
2020-10-03,"Araçoiaba",0,17,0,156
2020-10-03,"Cabo de Santo Agostinho",0,253,0,1971
2020-10-03,"Camaragibe",0,185,0,2137
2020-10-03,"Chã Grande",0,14,0,186
2020-10-03,"Chã de Alegria",0,10,0,180
2020-10-03,"Fernando de Noronha",0,0,0,120
2020-10-03,"Glória do Goitá",0,27,0,288
2020-10-03,"Igarassu",0,120,0,840
2020-10-03,"Ilha de Itamaracá",0,14,0,366
2020-10-03,"Ipojuca",0,93,0,879
2020-10-03,"Itapissuma",0,32,0,357
2020-10-03,"Jaboatão dos Guararapes",0,838,0,9048
2020-10-03,"Moreno",0,47,0,425
2020-10-03,"Olinda",0,489,0,6038
2020-10-03,"Paulista",0,390,0,4123
2020-10-03,"Pombos",0,28,0,694
2020-10-03,"Recife",0,2402,0,34735
2020-10-03,"São Lourenço da Mata",0,127,0,1005
2020-10-03,"Vitória de Santo Antão",0,153,0,1982
